iter	MultiClass
170	0.1917739031
171	0.1909110778
172	0.1899556947
173	0.1890299525
174	0.1879807426
175	0.186911252
176	0.1860254864
177	0.1847840611
178	0.1838067607
179	0.1825447196
180	0.181580961
181	0.1805306524
182	0.1794558425
183	0.1782840847
184	0.1771563196
185	0.1761547728
186	0.1752869574
187	0.1743877661
188	0.1735850858
189	0.1725931856
190	0.1716884103
191	0.1706357817
192	0.1696235066
193	0.1686005843
194	0.1677947067
195	0.1668853283
196	0.1659599979
197	0.165048584
198	0.164301735
199	0.1634027762
200	0.1625850051
201	0.1615931715
202	0.160725126
203	0.1599531893
204	0.1591405431
205	0.1582696774
206	0.1576769815
207	0.1570514866
208	0.1562626996
209	0.1554939053
210	0.154826597
211	0.1541691606
212	0.1535521555
213	0.1527612256
214	0.1520990999
215	0.1514065201
216	0.1505654299
217	0.1496153162
218	0.149007428
219	0.1483733542
220	0.1477231447
221	0.1471059292
222	0.1465113454
223	0.1457607326
224	0.145216561
225	0.1445868854
226	0.1436856398
227	0.1430841844
228	0.1425133757
229	0.1419897145
230	0.1413804218
231	0.1407933018
232	0.1401161271
233	0.1395179002
234	0.1390069812
235	0.1383300887
236	0.1375790353
237	0.136935041
238	0.1363422538
239	0.1358937813
240	0.1353427196
241	0.1348053549
242	0.134276984
243	0.1337387032
244	0.133129783
245	0.1323931402
246	0.1317603926
247	0.1310110976
248	0.1304644074
249	0.129845584
250	0.129324687
251	0.1286925939
252	0.1279574199
253	0.1273897406
254	0.1268437523
255	0.1263033318
256	0.1257876579
257	0.1252249388
258	0.1247951926
259	0.1243451068
260	0.1238576387
261	0.1233097219
262	0.1227344382
263	0.1221771228
264	0.1217503429
265	0.1213652121
266	0.1209057188
267	0.1204068988
268	0.1198776822
269	0.1192990901
270	0.1188584262
271	0.1183659749
272	0.1178086153
273	0.1174546256
274	0.1169201381
275	0.1164342597
276	0.1159634709
277	0.1155597336
278	0.11512315
279	0.1147068117
280	0.1143151918
281	0.1139448043
282	0.1135745325
283	0.1130816135
284	0.112694002
285	0.1123230884
286	0.1119238033
287	0.1115616411
288	0.1111921197
289	0.1107613451
290	0.1103119724
291	0.1099092187
292	0.1096119738
293	0.1091437698
294	0.1087053362
295	0.1083380471
296	0.1079305166
297	0.1075632677
298	0.1072409197
299	0.1068247546
300	0.1064168317
301	0.1060114531
302	0.1056450534
303	0.1052792605
304	0.1049332208
305	0.1045460622
306	0.1042251778
307	0.1038840203
308	0.1034939464
309	0.1031099824
310	0.1027841505
311	0.1024135353
312	0.1020882248
313	0.1016936609
314	0.1014241985
315	0.1010781927
316	0.1007618988
317	0.1004423216
318	0.1001028143
319	0.09970784366
320	0.0994051379
321	0.09902243969
322	0.0986990599
323	0.09834944377
324	0.09802422027
325	0.09770010194
326	0.09739757394
327	0.09705837897
328	0.09678495092
329	0.09651808571
330	0.09622336161
331	0.09589382706
332	0.09564273511
333	0.09524913359
334	0.09488793727
335	0.09459945958
336	0.09431818308
337	0.0940081851
338	0.09368788395
339	0.09337222931
340	0.09306669345
341	0.09273945274
342	0.09248009346
343	0.09222065152
344	0.09187248445
345	0.09157949745
346	0.09127646425
347	0.09102040888
348	0.09071959693
349	0.0903603872
350	0.09006722643
351	0.08973912123
352	0.08943239743
353	0.08917717525
354	0.08878147767
355	0.08849297984
356	0.08820733657
357	0.08788629483
358	0.08761661185
359	0.0873394691
360	0.08707996261
361	0.08680673186
362	0.08650514087
363	0.08618766881
364	0.08593838831
365	0.08567012364
366	0.08533108655
367	0.08512831398
368	0.0848964382
369	0.08470190615
370	0.08448744247
371	0.08426775784
372	0.0840329762
373	0.08378589197
374	0.08353730233
375	0.08330970584
376	0.08309373785
377	0.08288121261
378	0.08267234832
379	0.08238993844
380	0.08216766063
381	0.08195589211
382	0.08165340263
383	0.08145843495
384	0.08122769909
385	0.08094728021
386	0.08070160287
387	0.08045684203
388	0.08026362086
389	0.08003550193
390	0.07987430186
391	0.07960653209
392	0.0794354793
393	0.07912806609
394	0.07887116013
395	0.07863518294
396	0.07838436583
397	0.07817830296
398	0.07796773403
399	0.07777696643
400	0.07758667157
401	0.07737174047
402	0.07716495167
403	0.07691969314
404	0.07669616524
405	0.07650395545
406	0.07628924064
407	0.07607245139
408	0.07583619272
409	0.07567262511
410	0.07543632033
411	0.07527118359
412	0.07504583407
413	0.0748481301
414	0.07466215301
415	0.07443281853
416	0.07422551822
417	0.07402111395
418	0.07381008805
419	0.07365317474
420	0.07347904088
421	0.07329482156
422	0.07308463798
423	0.07293689199
424	0.07274654977
425	0.07253674077
426	0.07231347652
427	0.07212593773
428	0.07183386235
429	0.0715986228
430	0.0713779482
431	0.07119708856
432	0.07100286298
433	0.07079564484
434	0.07061590289
435	0.0704757232
436	0.07031322489
437	0.07015921207
438	0.06994676855
439	0.0697599422
440	0.06958133263
441	0.06937240595
442	0.0692419574
443	0.06906784597
444	0.06887232
445	0.06871079411
446	0.0685681789
447	0.06842269658
448	0.0682341481
449	0.06805092794
450	0.0678774704
451	0.06770941437
452	0.06756948783
453	0.06739907217
454	0.06722818764
455	0.06705587493
456	0.06693183185
457	0.06674768264
458	0.0665514146
459	0.06642986494
460	0.06628530551
461	0.06615036958
462	0.0659947908
463	0.06586885642
464	0.065724554
465	0.06559497468
466	0.0654155931
467	0.06521267443
468	0.06507240871
469	0.06484077597
470	0.06468262297
471	0.06452643584
472	0.0644084884
473	0.06421066812
474	0.06407594899
475	0.0639212828
476	0.06376854114
477	0.06362215561
478	0.06345091223
479	0.06331760423
480	0.0631850183
481	0.06301586986
482	0.06287244161
483	0.06273190809
484	0.0625529362
485	0.06240446594
486	0.06226557507
487	0.06212341213
488	0.06199725267
489	0.06185065372
490	0.06172237466
491	0.06158298716
492	0.06143001554
493	0.06126864269
494	0.06106568306
495	0.0609246516
496	0.06079244768
497	0.06064826252
498	0.06050485331
499	0.06036756136
500	0.06024102236
501	0.06008329215
502	0.05995202605
503	0.05983742342
504	0.05971760089
505	0.05956866466
506	0.05944089848
507	0.05932033077
508	0.05919752967
509	0.05907521743
510	0.05895378395
511	0.0588184596
512	0.05869700912
513	0.0586022523
514	0.05850976606
515	0.05833464278
516	0.05818967087
517	0.05805885743
518	0.05796119366
519	0.05783395069
520	0.05770394991
521	0.05761370431
522	0.05750245583
523	0.0573843529
524	0.05724205668
525	0.0571093023
526	0.05698790368
527	0.05686839025
528	0.05671880185
529	0.0566086446
530	0.0565168526
531	0.05641553948
532	0.0563084316
533	0.05618709388
534	0.05609395429
535	0.05597055256
536	0.05584730747
537	0.05573584376
538	0.05561454785
539	0.05551898817
540	0.05542639678
541	0.05531206607
542	0.05520167764
543	0.05509090675
544	0.05498701987
545	0.05482500768
546	0.05470269161
547	0.05458009872
548	0.05446762913
549	0.05428609553
550	0.05416423776
551	0.05404423628
552	0.05393370551
553	0.0538248197
554	0.05366272642
555	0.05354720113
556	0.05343946251
557	0.05333930319
558	0.05319559366
559	0.05310287877
560	0.05300372622
561	0.05290682287
562	0.05279258557
563	0.0527173304
564	0.05261633114
565	0.05251809861
566	0.05240704416
567	0.0522971295
568	0.05217590556
569	0.05208001981
570	0.05197861292
571	0.05186242533
572	0.05176741198
573	0.05166419075
574	0.05156302236
575	0.05146720625
576	0.05136343808
577	0.05126508663
578	0.05118984377
579	0.05109665504
580	0.05100447391
581	0.05091596091
582	0.05078406803
583	0.0506936682
584	0.05060556231
585	0.05049026835
586	0.05037754674
587	0.05029272141
588	0.05015806209
589	0.05004276063
590	0.04995404623
591	0.04986253564
592	0.04977239202
593	0.04969027162
594	0.04957294108
595	0.04945502544
596	0.04935281094
597	0.04925748369
598	0.04918336034
599	0.04909492117
600	0.04901705493
601	0.0489197858
602	0.04882646798
603	0.04872973236
604	0.04861935271
605	0.04854011776
606	0.0484615171
607	0.04837344409
608	0.04826441225
609	0.04814900845
610	0.04805016906
611	0.04795139332
612	0.04783537093
613	0.04773419269
614	0.0476389995
615	0.04756872973
616	0.04747908882
617	0.04739615582
618	0.04731744131
619	0.04722062769
620	0.04712297139
621	0.04703201482
622	0.04693868498
623	0.04684998827
624	0.04677259526
625	0.04669441499
626	0.04660231918
627	0.04652091372
628	0.04643486396
629	0.04636456794
630	0.04627662438
631	0.04618906148
632	0.04613187212
633	0.04604204342
634	0.04594806569
635	0.04586842442
636	0.04578312323
637	0.04568165442
638	0.04559939257
639	0.04552780485
640	0.04543471679
641	0.04533377129
642	0.04524275973
643	0.04514859342
644	0.0450665732
645	0.04498628373
646	0.04490717301
647	0.04483285654
648	0.04476339524
649	0.04469135349
650	0.04460858813
651	0.0445423951
652	0.04446084745
653	0.04440756524
654	0.0443401323
655	0.04427728721
656	0.04420416274
657	0.04412637101
658	0.0440627679
659	0.04397723767
660	0.04388993095
661	0.04382770804
662	0.04375810224
663	0.04367067149
664	0.04360731991
665	0.04352836571
666	0.04346607938
667	0.04337089389
668	0.04328562429
669	0.0432201382
670	0.04315538722
671	0.04307874061
672	0.04299746667
673	0.04292708616
674	0.04284092281
675	0.04276219499
676	0.04268392891
677	0.04260570153
678	0.0425399461
679	0.04245012441
680	0.04238111005
681	0.04231002489
682	0.04223284663
683	0.04216924038
684	0.04209537365
685	0.04200742923
686	0.04193459816
687	0.04185566475
688	0.04176826549
689	0.04169991813
690	0.04162997197
691	0.04154918859
692	0.04147475055
693	0.04138683527
694	0.04132103529
695	0.04121875063
696	0.04114966701
697	0.04108638541
698	0.04102123509
699	0.04096488361
700	0.04091316281
701	0.04084189974
702	0.04076173096
703	0.04069535382
704	0.04062927078
705	0.040562606
706	0.04048526092
707	0.04042799123
708	0.04035620562
709	0.04029814144
710	0.04021081289
711	0.04016738095
712	0.04008386176
713	0.04001730012
714	0.03994682656
715	0.03988988984
716	0.03982658659
717	0.03975581301
718	0.03967181043
719	0.03960218568
720	0.03955602757
721	0.03949939249
722	0.03944286192
723	0.03938482383
724	0.03931034753
725	0.0392572225
726	0.0391949217
727	0.03913856193
728	0.03908655044
729	0.03902712224
730	0.03896920484
731	0.03891479298
732	0.03886342259
733	0.03877810701
734	0.03871531337
735	0.0386323495
736	0.03855355275
737	0.03848501858
738	0.03842551835
739	0.03837870517
740	0.03830906702
741	0.03824532573
742	0.03819478809
743	0.03813997888
744	0.0380859247
745	0.03803348672
746	0.03798420547
747	0.03793023057
748	0.03787366965
749	0.03783586118
750	0.0377516997
751	0.03769656555
752	0.03762839897
753	0.03757185122
754	0.03751554409
755	0.03746516984
756	0.03741711788
757	0.03734603002
758	0.03729162505
759	0.03723969313
760	0.03717063301
761	0.03712246484
762	0.03708342859
763	0.03702532986
764	0.03696197147
765	0.0369119759
766	0.03684650567
767	0.03678509047
768	0.03673892653
769	0.03668399509
770	0.03662592891
771	0.03657096607
772	0.03650151248
773	0.03645562426
774	0.03640854184
775	0.0363565357
776	0.03630228261
777	0.0362551569
778	0.03617693211
779	0.03613471775
780	0.03607098058
781	0.03600645095
782	0.0359531191
783	0.03589559501
784	0.03583662758
785	0.03579403477
786	0.03575189264
787	0.03568898524
788	0.03564270734
789	0.03558166565
790	0.03552470041
791	0.03546080413
792	0.03539615605
793	0.03534830604
794	0.03530440938
795	0.03525544652
796	0.03521621291
797	0.03516697021
798	0.0351130928
799	0.03507602909
800	0.03503409768
801	0.0349782473
802	0.03493700951
803	0.03489047408
804	0.03485037817
805	0.03479574031
806	0.03475560747
807	0.03470771164
808	0.03465192885
809	0.0345869062
810	0.03453768963
811	0.03448614608
812	0.03443446203
813	0.03438810966
814	0.034339729
815	0.03429151898
816	0.03425642536
817	0.03420412733
818	0.03415620238
819	0.03411444007
820	0.0340709519
821	0.03402385879
822	0.03397751146
823	0.03392810291
824	0.03386559926
825	0.03381232889
826	0.03374965989
827	0.03371408148
828	0.03366507268
829	0.03362235327
830	0.03357973075
831	0.03352936537
832	0.03347520864
833	0.03343033928
834	0.03337510968
835	0.03333248532
836	0.03329679419
837	0.03324169776
838	0.0332025823
839	0.03314556334
840	0.03310612577
841	0.03306354545
842	0.03301591362
843	0.03295868525
844	0.03291065844
845	0.03287292582
846	0.03283594094
847	0.03280091479
848	0.03275151028
849	0.03270081751
850	0.03266985646
851	0.03263372494
852	0.03259322353
853	0.03254737219
854	0.03250770853
855	0.03247034649
856	0.0324277507
857	0.03238755604
858	0.03235073018
859	0.03229169641
860	0.03224013638
861	0.03220461519
862	0.03213776461
863	0.03210062254
864	0.03205211454
865	0.03199721339
866	0.03194414622
867	0.03190405914
868	0.03186118269
869	0.03182612094
870	0.03178283118
871	0.03173875514
872	0.03169697906
873	0.03165451203
874	0.03162428745
875	0.03158408868
876	0.03154474085
877	0.03150638375
878	0.03146613514
879	0.03142850131
880	0.03138267506
881	0.03132760303
882	0.03129059416
883	0.03124524665
884	0.03120587899
885	0.03115204206
886	0.03111384699
887	0.03107865433
888	0.03103056724
889	0.03098878988
890	0.03095779999
891	0.03091712762
892	0.03088146341
893	0.03083737197
894	0.03078413183
895	0.03072897571
896	0.03069355343
897	0.03065080728
898	0.0306075037
899	0.03056872738
900	0.03052503086
901	0.03048467585
902	0.03044980055
903	0.03041756475
904	0.03038679996
905	0.03035589385
906	0.03032112895
907	0.03028849357
908	0.03025804679
909	0.03021495642
910	0.03017917954
911	0.03013483604
912	0.03008277026
913	0.03005312705
914	0.03000986569
915	0.02997172569
916	0.02992988441
917	0.02989425775
918	0.02985924168
919	0.02982580688
920	0.02979046839
921	0.02974946547
922	0.02971374359
923	0.02967917387
924	0.02964753125
925	0.02961472744
926	0.02957201549
927	0.02953890078
928	0.02950407348
929	0.02947239018
930	0.02943822315
931	0.02939630325
932	0.02935544956
933	0.02932541706
934	0.02930121907
935	0.02925130788
936	0.0292203923
937	0.02918851238
938	0.02914615739
939	0.02910058008
940	0.02905565446
941	0.02902527078
942	0.02897566994
943	0.02893862123
944	0.02890475265
945	0.02886972342
946	0.02882772319
947	0.02878483284
948	0.02874991142
949	0.02871863795
950	0.02869015143
951	0.02865389396
952	0.02861056258
953	0.02857267458
954	0.02853581975
955	0.02849994765
956	0.02846758132
957	0.02843315334
958	0.02839009106
959	0.02835782326
960	0.02832688965
961	0.02829211956
962	0.02825958491
963	0.02822942221
964	0.02817885101
965	0.02814602805
966	0.02811365028
967	0.02807627267
968	0.02804252096
969	0.02801191514
970	0.0279853113
971	0.02795380024
972	0.02792375319
973	0.02788773094
974	0.02785106323
975	0.02782002585
976	0.02779169534
977	0.02776033093
978	0.02772403546
979	0.02769500962
980	0.02765523825
981	0.02762561197
982	0.02758958528
983	0.02756000859
984	0.02752232162
985	0.02749029106
986	0.02745460988
987	0.02741941083
988	0.02739551333
989	0.0273664292
990	0.02734299098
991	0.02730828482
992	0.02727564992
993	0.02724387333
994	0.02720942475
995	0.02718159247
996	0.02715660448
997	0.02711621837
998	0.027084647
999	0.02705740134
1000	0.02702029437
1001	0.02699031572
1002	0.02695523909
1003	0.0269326185
1004	0.02689928963
1005	0.02686853103
1006	0.02683992351
1007	0.02679993244
1008	0.02676365269
1009	0.02673802189
1010	0.02670467467
1011	0.02667731618
1012	0.02665211234
1013	0.02662244009
1014	0.02659421102
1015	0.0265656093
1016	0.02653473801
1017	0.0265051059
1018	0.02646749537
1019	0.02644146097
1020	0.02640928233
1021	0.02638268718
1022	0.02636002991
1023	0.02633405219
1024	0.02630867211
1025	0.02627936064
1026	0.02624789196
1027	0.02621358254
1028	0.0261811276
1029	0.02615973514
1030	0.02613125789
1031	0.02610555204
1032	0.02607923013
1033	0.02605070835
1034	0.02602045623
1035	0.02599224206
1036	0.02595629721
1037	0.02593106688
1038	0.02590773382
1039	0.02588033248
1040	0.02585194336
1041	0.02582847495
1042	0.02579877969
1043	0.02576625837
1044	0.02574256925
1045	0.02571800142
1046	0.02569115342
1047	0.02566347563
1048	0.02563805735
1049	0.02560263071
1050	0.02556868773
1051	0.02554478223
1052	0.0255166946
1053	0.02548813224
1054	0.02546109375
1055	0.02543365183
1056	0.02540795277
1057	0.02538237836
1058	0.02535296446
1059	0.0253281055
1060	0.0252928609
1061	0.02526711679
1062	0.02524112098
1063	0.02521378501
1064	0.0251854554
1065	0.02516020761
1066	0.0251319799
1067	0.02510783425
1068	0.02507993747
1069	0.0250549344
1070	0.02502294115
1071	0.02500032887
1072	0.02497302235
1073	0.02494313702
1074	0.02491784764
1075	0.02489648342
1076	0.02487020332
1077	0.02484385386
1078	0.02481301711
1079	0.02479289051
1080	0.02476676961
1081	0.02474478225
1082	0.02471820349
1083	0.02469503697
1084	0.02467139918
1085	0.02464885799
1086	0.02462584949
1087	0.02459491719
1088	0.02457129221
1089	0.02454369604
1090	0.02451664278
1091	0.02448971878
1092	0.02446079789
1093	0.02443569937
1094	0.02441320578
1095	0.02439024043
1096	0.02436732875
1097	0.02434216426
1098	0.02431329339
1099	0.02428925674
1100	0.02426400606
1101	0.02424144523
1102	0.02421920972
1103	0.02419067474
1104	0.0241700416
1105	0.02414575134
1106	0.02412315282
1107	0.02408996607
1108	0.02406138593
1109	0.02403496188
1110	0.02401567185
1111	0.02399737719
1112	0.02397693346
1113	0.02395315781
1114	0.02392858489
1115	0.02391036453
1116	0.02389022019
1117	0.02386937061
1118	0.02384844733
1119	0.02382038706
1120	0.0238015178
1121	0.02378149216
1122	0.02375751903
1123	0.02373426312
1124	0.02371168304
1125	0.0236879249
1126	0.02366264931
1127	0.02362629529
1128	0.02360603082
1129	0.02357493903
1130	0.02355639905
1131	0.02352769055
1132	0.02350355512
1133	0.02347874847
1134	0.02345633771
1135	0.023432933
1136	0.02341059603
1137	0.02338752635
1138	0.02336449661
1139	0.02333952997
1140	0.02330708363
1141	0.02328214234
1142	0.02325367189
1143	0.02322779011
1144	0.02320427907
1145	0.02318501497
1146	0.02316054439
1147	0.02313745496
1148	0.02311150998
1149	0.02308696114
1150	0.02305973852
1151	0.02304331777
1152	0.0230207101
1153	0.02299820854
1154	0.0229756443
1155	0.02294908341
1156	0.02293480482
1157	0.02289967365
1158	0.02287760724
1159	0.0228564405
1160	0.02283687059
1161	0.02280553665
1162	0.02278260576
1163	0.02275134131
1164	0.02272957443
1165	0.02271031844
1166	0.02268889212
1167	0.02267113743
1168	0.02265106516
1169	0.02262669489
1170	0.02260839035
1171	0.02258544223
1172	0.02255683346
1173	0.0225383839
1174	0.02251609672
1175	0.02249561634
1176	0.02247329879
1177	0.02245259067
1178	0.02243181577
1179	0.02240900682
1180	0.02238410475
1181	0.02235589711
1182	0.02233815653
1183	0.02231506246
1184	0.02229794877
1185	0.02227592672
1186	0.02225027637
1187	0.02223280396
1188	0.02220477786
1189	0.02218530948
1190	0.02216337886
1191	0.0221458167
1192	0.02212885682
1193	0.02211008692
1194	0.02209273004
1195	0.02206983394
1196	0.02203948349
1197	0.02201874746
1198	0.02199732861
1199	0.02197200307
1200	0.02195048368
1201	0.02193064748
1202	0.0219023058
1203	0.02187917766
1204	0.02185743194
1205	0.02183819304
1206	0.02181750474
1207	0.02180140459
1208	0.02178292924
1209	0.02175979498
1210	0.02174093774
1211	0.02172214719
1212	0.02170290037
1213	0.02168448345
1214	0.02166192657
1215	0.02163521075
1216	0.02161168294
1217	0.02159088199
1218	0.02157332371
1219	0.02155718803
1220	0.0215375874
1221	0.02151568191
1222	0.02149377245
1223	0.02147034773
1224	0.02145064663
1225	0.02143172518
1226	0.0214084885
1227	0.02138809846
1228	0.021368625
1229	0.02135299587
1230	0.02133308659
1231	0.02131025686
1232	0.0212908774
1233	0.02127498026
1234	0.02125703469
1235	0.0212383501
1236	0.02122040259
1237	0.02118990293
1238	0.021174231
1239	0.02115488992
1240	0.02113265307
1241	0.02111271885
1242	0.0210932994
1243	0.0210695713
1244	0.02104251183
1245	0.02101655491
1246	0.02099319714
1247	0.02097518624
1248	0.02095269326
1249	0.02093082579
1250	0.0209141647
1251	0.02088656602
1252	0.02086644977
1253	0.02084622896
1254	0.02082734734
1255	0.02081026583
1256	0.02079118389
1257	0.02077575698
1258	0.0207562829
1259	0.02073568794
1260	0.02072040788
1261	0.02070151001
1262	0.02068575433
1263	0.02066650722
1264	0.02064140916
1265	0.0206204301
1266	0.02059400355
1267	0.02056913086
1268	0.02054873979
1269	0.02052717398
1270	0.02051168932
1271	0.02049412124
1272	0.02047779635
1273	0.02046003176
1274	0.02044553966
1275	0.02042928353
1276	0.02041039384
1277	0.02039086333
1278	0.02037533361
1279	0.02035885487
1280	0.02033344321
1281	0.0203175797
1282	0.02030207302
1283	0.02027378609
1284	0.02026047152
1285	0.02024824874
1286	0.02022733159
1287	0.02020999561
1288	0.02018377234
1289	0.02016761841
1290	0.02015170189
1291	0.02012790599
1292	0.02010890235
1293	0.02008946731
1294	0.02007198396
1295	0.02005418361
1296	0.02002350648
1297	0.02000291448
1298	0.01998734099
1299	0.01996818682
1300	0.01994863456
1301	0.01993339237
1302	0.0199183685
1303	0.01990305605
1304	0.01988751291
1305	0.01986752488
1306	0.01984742266
1307	0.01982505082
1308	0.01980439967
1309	0.01978501721
1310	0.01976820546
1311	0.01975092142
1312	0.01973388558
1313	0.01971776937
1314	0.01970242798
1315	0.01968445983
1316	0.0196689626
1317	0.0196482607
1318	0.01963130864
1319	0.01960960425
1320	0.01959453882
1321	0.01956524024
1322	0.0195467778
1323	0.01952408901
1324	0.01950903152
1325	0.01948581793
1326	0.01946844408
1327	0.01944711304
1328	0.01942411532
1329	0.01940705085
1330	0.01939472231
1331	0.01937967706
1332	0.01936052675
1333	0.01934321095
1334	0.01932070165
1335	0.01929941316
1336	0.01928151299
1337	0.01926778826
1338	0.01925085925
1339	0.01922790431
1340	0.01921305618
1341	0.01919507552
1342	0.01917782319
1343	0.01916247371
1344	0.01914550452
1345	0.0191267223
1346	0.0191079603
1347	0.01909095605
1348	0.01907522751
1349	0.01906089227
1350	0.01904007448
1351	0.01902555779
1352	0.01901081893
1353	0.01899467393
1354	0.01897095106
1355	0.01895639208
1356	0.01894221284
1357	0.01892206977
1358	0.01889895896
1359	0.01888479683
1360	0.01886792979
1361	0.01884890472
1362	0.01883293827
1363	0.018811526
1364	0.01879384509
1365	0.01877735089
1366	0.01875963902
1367	0.01874442901
1368	0.01872961158
1369	0.01871494799
1370	0.01869453978
1371	0.01867715125
1372	0.01865815204
1373	0.01864257765
1374	0.01862253276
1375	0.01860835345
1376	0.01859086665
1377	0.01857648616
1378	0.01856337558
1379	0.0185435755
1380	0.01852555424
1381	0.01850889883
1382	0.01849543221
1383	0.01847642233
1384	0.01846231868
1385	0.01844415049
1386	0.01842999981
1387	0.01841739332
1388	0.01840071476
1389	0.01838289888
1390	0.01836620433
1391	0.01834912236
1392	0.01833428322
1393	0.01832325704
1394	0.01830923884
1395	0.0182943651
1396	0.01827826619
1397	0.01826318567
1398	0.01825169475
1399	0.01823739779
1400	0.01822068232
1401	0.01820354028
1402	0.01818781015
1403	0.018174046
1404	0.01815771538
1405	0.01814680601
1406	0.01813386005
1407	0.01811868187
1408	0.01810683969
1409	0.01809547658
1410	0.01807620076
1411	0.01806197148
1412	0.01804253214
1413	0.01803230545
1414	0.01801773142
1415	0.01799784392
1416	0.01798342069
1417	0.01796885965
1418	0.01794853883
1419	0.01793260084
1420	0.01791897939
1421	0.01790439313
1422	0.01788829315
1423	0.01787525163
1424	0.0178585218
1425	0.01784373505
1426	0.01782664548
1427	0.01781263387
1428	0.01779448609
1429	0.0177760462
1430	0.01776133818
1431	0.01775216523
1432	0.01773554274
1433	0.01772424638
1434	0.01770723335
1435	0.01769365265
1436	0.01767868644
1437	0.01766474445
1438	0.01765123538
1439	0.01763389229
1440	0.01761321394
1441	0.01759434986
1442	0.01758261803
1443	0.01756922542
1444	0.01755197018
1445	0.01753793123
1446	0.01752367228
1447	0.01750908072
1448	0.01749789799
1449	0.01747961816
1450	0.01746462322
1451	0.01745166297
1452	0.01743333159
1453	0.01741845036
1454	0.01740603859
1455	0.01739543491
1456	0.01737884408
1457	0.01736368609
1458	0.01734586308
1459	0.01733272067
1460	0.01731794725
1461	0.0173045108
1462	0.01729025818
1463	0.0172804618
1464	0.01726823486
1465	0.01725649117
1466	0.0172372143
1467	0.01722628029
1468	0.01721308667
1469	0.01720077376
1470	0.01718510059
1471	0.0171701912
1472	0.01715535191
1473	0.0171445012
1474	0.01713179926
1475	0.01711406251
1476	0.01710214055
1477	0.01708521307
1478	0.01707037566
1479	0.01705642807
1480	0.01704452856
1481	0.01702832397
1482	0.01701614913
1483	0.01699954754
1484	0.01698633331
1485	0.01697666328
1486	0.01696495032
1487	0.01695367814
1488	0.01693255777
1489	0.01691959635
1490	0.01690942512
1491	0.0168941671
1492	0.01688178177
1493	0.01687057229
1494	0.01685724349
1495	0.01684378221
1496	0.01683109924
1497	0.01681821011
1498	0.01680038199
1499	0.01678615159
1500	0.01677422719
1501	0.01675839751
